Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Royal Ontario Museum,43.668367065616046,-79.3948129405877,Museum
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Bulk Barn,43.66570828665725,-79.40832293053349,Grocery Store
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Dish Cooking Studio,43.67406646467061,-79.4107635453081,Café
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Le Paradis,43.67500732033419,-79.40003625111297,French Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,ROM Museum Store,43.66851433563614,-79.39487921364,Gift Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Madame Boeuf And Flea,43.67524,-79.40662,Burger Joint
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Creeds Coffee Bar,43.67410020855885,-79.41083780404273,Coffee Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Casa Loma,43.677934,-79.409521,Castle
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Toronto Archives,43.67644734460629,-79.40750861881347,History Museum
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Baldwin Steps,43.67770700052798,-79.40820890386739,Historic Site
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Hot Docs Ted Rogers Cinema,43.665499199156656,-79.4103125084796,Indie Movie Theater
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Eva's Original Chimneys,43.665608421839806,-79.4090342859261,Ice Cream Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Live Organic Food Bar,43.67505287052667,-79.40671518307245,Vegetarian / Vegan Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Famoso Neapolitan Pizzeria,43.66619627664693,-79.40656418036734,Italian Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,A Nerd's World,43.670040130615234,-79.41326141357422,Design Studio
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,BMV Books,43.66586,-79.406824,Bookstore
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Sotto Sotto,43.67363299036321,-79.39615552537904,Italian Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Philosopher's Walk,43.666893747498605,-79.39559698104858,Park
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Bang & Olufsen Yorkville,43.6748312216317,-79.39661065707067,Electronics Store
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Equinox Yorkville,43.67122,-79.394963,Gym
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Crafty Coyote,43.66559307383268,-79.40862274504491,Beer Bar
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Jean Sibelius Square,43.67142628683921,-79.40883090368688,Park
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Kimpton St. George,43.667367535338556,-79.40062654120706,Hotel
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Tiffany & Co.,43.6691352,-79.3934841,Jewelry Store
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Miles Nadal Jewish Community Centre,43.66651909762614,-79.40387376211667,Gym
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,One Love Vegetarian,43.66658821356758,-79.41177681464762,Vegetarian / Vegan Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Gordo Ex,43.67176256470684,-79.41384504378924,Latin American Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,The Hazelton Hotel,43.670764448686846,-79.39325718465794,Hotel
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Country Style Hungarian Restaurant,43.66562095917719,-79.40897737643422,Eastern European Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Nella Cucina,43.66712176731779,-79.41202212708252,School
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,5 Elements Espresso,43.6736953327356,-79.39603742055805,Café
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Summer's Homemade Ice Cream,43.67090278308464,-79.39229888961067,Ice Cream Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Curbside Cycle,43.665820270961284,-79.4079782001808,Bike Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,COBS Bread,43.66622171718618,-79.40606647691668,Bakery
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Rasa,43.662756751275445,-79.40398803188654,Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Yasu,43.66283719650635,-79.40321739973975,Japanese Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Nespresso Boutique - Bar,43.66988316570838,-79.39335858121262,Coffee Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Gyubee,43.66708824997601,-79.4005710246546,Japanese Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,L'Espresso Bar Mercurio,43.667607786430985,-79.39920107639665,Café
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Crêpes à GoGo,43.666609329440774,-79.4040605788033,Creperie
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Fat Pasha,43.67378411528878,-79.41177020045674,Jewish Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Midoco Art & Office Supplies,43.66524983686544,-79.41059231104832,Arts & Crafts Store
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Starbucks,43.668615,-79.397387,Coffee Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Herbs & Nutrition Qi Natural Food,43.665013428045555,-79.41189818065214,Health Food Store
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,The Oxley Public House,43.67053669383452,-79.3929765998537,Gastropub
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Napoli Centrale,43.669391,-79.413028,Pizza Place
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Chadwick's,43.67359329474282,-79.41201462996214,Gastropub
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Catalyst Health,43.670752642604796,-79.39220440276274,Gym / Fitness Center
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Playa Cabana Hacienda,43.67716203780748,-79.39831483048752,Mexican Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Victory Cafe,43.665766643491544,-79.40866170911863,Bar
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Pour House,43.675640867179204,-79.40382084040043,Pub
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Fieramosca Cafe,43.66938550228104,-79.39731589843764,Italian Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,The Bata Shoe Museum,43.66741594155602,-79.39996212207879,Museum
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Hermes,43.669132231060935,-79.39268274923184,Clothing Store
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Whole Hearth Bakery & Cafe,43.67200493427627,-79.39540470993069,Bakery
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Coach House Printing,43.66631964001284,-79.40027745050322,Bookstore
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,El Furniture Warehouse TO,43.66585168211681,-79.40793828065983,Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Krispy Kreme Doughnut Cafe,43.674732,-79.40773,Donut Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Fet Zun,43.675147,-79.406346,Middle Eastern Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Almond Butterfly,43.66283554072087,-79.40336494731255,Bakery
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Piano Piano,43.66294872979362,-79.40289804116937,Italian Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,The Dessert Kitchen,43.66282317865166,-79.40274569154498,Dessert Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Rapido,43.67289531055692,-79.41410783253588,Tea Room
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Chabrol,43.67108129272544,-79.39179567701271,French Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Sivananda Yoga Centre,43.6627536,-79.4029508,Yoga Studio
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Vermont Square Park,43.67049272376341,-79.41539937385534,Playground
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Volta Coffee,43.667314,-79.412145,Coffee Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Museum Tavern,43.668389856295185,-79.3957298399421,Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Bite & Sip - Pretzels & Smoothies,43.6650883880936,-79.41135294600984,Bakery
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Sorry Coffee Co.,43.66995375187845,-79.39182812626106,Coffee Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Hemingway's,43.670080656552734,-79.39274423999642,Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Bar Reyna,43.67013273394129,-79.3933873115207,Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,The Annex Hodgepodge,43.674975198818274,-79.40654256081908,Sandwich Place
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Bar Mercurio,43.667428494632084,-79.40032974323994,Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,ONE Restaurant/Lounge,43.670809368275535,-79.39327240013003,New American Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Burberry,43.66914488355015,-79.39314134722139,Boutique
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Royal Ontario Museum - ROM Governors,43.66822609094647,-79.39380136609779,Office
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Morton's The Steakhouse,43.66960707884626,-79.39466579480776,Steakhouse
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Innis Cafe,43.665401003815745,-79.39971478706231,Café
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,CHANEL,43.6710538,-79.3923029,Boutique
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,B Espresso Bar,43.668143372259195,-79.39608691203554,Coffee Shop
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,Flor de Sal,43.67775739485431,-79.40717634503991,Modern European Restaurant
"Annex, Toronto, Canada",43.6715854351,-79.4040006243,SEPHORA,43.668819,-79.392916,Cosmetics Shop
"Banbury-Don Mills, Toronto, Canada",43.737657004300004,-79.3497179808,Mindset by Design,43.735379301987614,-79.34784293174744,Health & Beauty Service
"Banbury-Don Mills, Toronto, Canada",43.737657004300004,-79.3497179808,Congee Queen 皇后名粥,43.735977372912316,-79.34735561803191,Cantonese Restaurant
