Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Subway,41.968013473714855,-87.73061534077021,Sandwich Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Wingstop,41.961956,-87.72742,Wings Joint
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Sally Beauty,41.966884674850625,-87.72772606846738,Cosmetics Shop
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Baskin-Robbins,41.967933124193394,-87.72972057131307,Ice Cream Shop
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,T-Mobile,41.968751,-87.713158,Mobile Phone Shop
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Domino's Pizza,41.972413,-87.72849699999999,Pizza Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,7-Eleven,41.9613301,-87.7276112,Convenience Store
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Subway,41.968747752852146,-87.71286141717928,Sandwich Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,ALDI,41.972862221463906,-87.72773969663382,Supermarket
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Chase Bank,41.968951451579414,-87.72829927236671,Bank
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Jensen Park,41.96612175585237,-87.72058308723125,Park
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Ali Baba Hookah,41.968256972628026,-87.72983841301796,Hookah Bar
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Village Discount Outlet,41.968050614424165,-87.71144535567386,Thrift / Vintage Store
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Family Dollar,41.96098144031181,-87.7182829530093,Discount Store
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Dunkin',41.96825461681716,-87.71296354370037,Donut Shop
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Cafe Chien,41.968171999999996,-87.710638,Coffee Shop
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Noodles Party,41.96824579095909,-87.73320604875776,Thai Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,T-Mobile,41.960808,-87.727967,Mobile Phone Shop
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,CTA - Kimball,41.967845152613855,-87.71337006320361,Train Station
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,McDonald's,41.968032332835215,-87.72485442459583,Fast Food Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Little Caesars Pizza,41.961622725436364,-87.72774736038801,Pizza Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Dunkin',41.96062221055046,-87.72736982149053,Donut Shop
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Family Dollar,41.9684390991206,-87.70985648944601,Discount Store
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,CTA Bus Stop 3743,41.96803072408992,-87.72088130901454,Bus Station
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,La Piramide,41.968078999999996,-87.720034,Mexican Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Los 2 Michoacanos,41.968509000000005,-87.723601,Mexican Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,red bowl,41.96830749511719,-87.72088623046875,Asian Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Lawrence Eye Care,41.968289196699864,-87.72124475673068,Accessories Store
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Paletas La Plaza,41.968546,-87.723973,Snack Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,CTA Bus Stop 17132,41.96824153150206,-87.71808385848999,Bus Station
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Subway,41.96176348553837,-87.72735108507055,Sandwich Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,BP,41.960807,-87.727656,Gas Station
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Rotana Cafe,41.96880588183372,-87.72800411542741,Hookah Bar
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Vini's Pizza,41.96826696395874,-87.728477,Pizza Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Sarpino's Pizzeria,41.96908729072735,-87.72881984145712,Pizza Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Chance & Lola,41.96251678466797,-87.71705627441406,American Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Happy Days Cop.,41.960667,-87.722685,Convenience Store
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Lj Nails,41.962153356717586,-87.72763738523588,Cosmetics Shop
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Dollar Stop +,41.961964,-87.72741500000001,Discount Store
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Los Molcajetes,41.961240000000004,-87.717162,American Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,CTA Bus Stop 14807,41.97570761930736,-87.71857738494873,Bus Station
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,El Tacontento Taqueria y Neveria,41.961328,-87.715754,Taco Place
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Taqueria El Primo,41.96114491656101,-87.71570485668174,Mexican Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Supermercado Cardenas,41.96139144897461,-87.71465301513672,Grocery Store
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Brown's Chicken,41.960711,-87.727568,Fried Chicken Joint
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,7 Mares Restaurant,41.960902,-87.728239,Mexican Restaurant
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,Park 593,41.963861,-87.731879,Park
"Albany Park, Chicago, Illinois",41.96806846700008,-87.72155978399996,La Cabaña De Don Luis,41.96117274764654,-87.7139624590414,Mexican Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Lost Larson Bakery,41.97861720321764,-87.66841107899356,Bakery
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,First Slice Pie Café,41.979818979478985,-87.66949996784444,Pie Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,George's Ice Cream & Sweets,41.97829866621754,-87.66846753865828,Ice Cream Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Calo Ristorante,41.979356,-87.667952,Italian Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Alleycat Comics,41.97822,-87.66875,Comic Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,A Taste of Heaven,41.97987340728728,-87.66830529858304,Breakfast Spot
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Kopi Café,41.97861200149812,-87.66829842785883,Café
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Big Jones,41.979508949334814,-87.66825108120017,Southern / Soul Food Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,The Brown Elephant,41.980193411746036,-87.668672175873,Thrift / Vintage Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Colectivo Coffee Roasters,41.98061895946028,-87.66824715482603,Coffee Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Lady Gregory's,41.97789844594018,-87.66851126378452,Irish Pub
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Restoration Salon,41.9795499206873,-87.66819407188889,Salon / Barbershop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Replay Beer & Bourbon,41.97976136083573,-87.66843427763447,Whisky Bar
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,It’s Greek To U,41.981288,-87.66810600000001,Greek Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Elixir Lounge,41.979703531088695,-87.66856223344803,Lounge
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Cheetah Gym,41.97755049720173,-87.66857003908392,Gym
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Vincent,41.979803650281795,-87.66781846657808,New American Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Andersonville Galleria,41.97763190776675,-87.66825649814282,Miscellaneous Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Women & Children First,41.97720984404553,-87.66830720519572,Bookstore
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Defloured Bakery,41.97980142349628,-87.6680150206505,Bakery
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Hamburger Mary's,41.97988941948945,-87.66837751647617,Burger Joint
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Puppet Bike,41.978077884200516,-87.66822596344969,Performing Arts Venue
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Little Bad Wolf,41.98350095066181,-87.66893847298064,Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Edgewater Produce,41.982124461193386,-87.66865561950004,Grocery Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Andies Restaurant,41.97771968277816,-87.66836408092811,Mediterranean Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Marty's Martini Bar,41.97978025083486,-87.66883449164412,Lounge
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Middle East Bakery & Grocery & Café,41.97621254072566,-87.66861012856421,Grocery Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Taste of Lebanon,41.976150870133004,-87.66884675878237,Middle Eastern Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Potbelly Sandwich Shop,41.97822163211074,-87.66857072281431,Sandwich Place
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Andersonville Swedish Dala Horse,41.9770972128307,-87.6683099039286,Sculpture Garden
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Walgreens,41.9813346,-87.6686101,Pharmacy
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Andersonville Wine and Spirits,41.97618757391276,-87.6684254499542,Wine Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Hopleaf Bar,41.975812842433825,-87.66850906278225,Beer Bar
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Forever Yogurt,41.97839417635452,-87.66831434530488,Frozen Yogurt Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Visionary Eyecare,41.9769175729418,-87.66841455735639,Optical Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Neo-Futurists,41.975942895501625,-87.66935550462426,Indie Theater
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,La Colombe Coffee Roasters,41.97609535702716,-87.6685769630601,Coffee Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,TrueNorth,41.981994284770174,-87.66845200807133,Café
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Jameson Loves Danger,41.976431330419096,-87.66861474945172,Pet Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Ranalli's,41.97805413579996,-87.66885487859406,Pizza Place
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Reza's,41.977925218559236,-87.66835595866463,Middle Eastern Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Piatto Pronto,41.98422386195043,-87.66893246706415,Deli / Bodega
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Starbucks,41.97816334,-87.66850477,Coffee Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Ora,41.97571490835502,-87.66838931864176,Sushi Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Swedish American Museum,41.97665865225067,-87.66832150277882,Museum
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Simon's Tavern,41.976522506523196,-87.66852385781802,Bar
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,The Coffee Studio,41.98437370266036,-87.66910484278698,Coffee Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Polygon Cafe,41.97637528022474,-87.66855122360342,Asian Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,AthletiCo,41.982886382147974,-87.66859093809276,Gym / Fitness Center
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,SIR Spa,41.97589351033396,-87.66836136053392,Spa
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Andersonville Farmers Market,41.97801637448179,-87.66838783018414,Farmers Market
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Brimfield,41.976860397101525,-87.66831348329693,Antique Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Alamo Shoes,41.978757902873994,-87.66826887949279,Shoe Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Jin Ju,41.97630527280586,-87.66846664005782,Korean Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Foursided,41.97433831572604,-87.66814569734878,Gift Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Tanoshii Mike's Sushi,41.98313928697926,-87.66860236003271,Sushi Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Chicago Magic Lounge,41.974014,-87.66833,Theater
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,M. Henry,41.98563183518749,-87.66922717623864,Breakfast Spot
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Pauline's,41.979815454077965,-87.67433081462548,Breakfast Spot
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Bongo Room,41.97323484482369,-87.66865342008245,Breakfast Spot
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Gethsemane Garden Center,41.986772887406794,-87.66920932974615,Garden Center
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Pasteur,41.982576786499585,-87.65995217377899,Asian Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Chicagoland Games: Dice Dojo,41.983442617640044,-87.66011616030994,Hobby Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Bar Roma,41.974440925795925,-87.66812297180708,Italian Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Diamante Azul,41.98511008500237,-87.66911898503899,Mexican Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Empirical Brewery Taproom,41.976036629604685,-87.6751701263798,Brewery
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Koval Distillery,41.97496302394022,-87.67429797037543,Distillery
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Golden Pacific Market,41.979685783045035,-87.65957141926053,Grocery Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Herb,41.98073,-87.66039,Asian Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Phlour Bakery & Cafe,41.983699907992715,-87.65956847389438,Bakery
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Pizzeria Aroma,41.97803322717641,-87.65936603894401,Pizza Place
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Little Vietnam,41.983726223431916,-87.65944453877363,Vietnamese Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Pearls,41.979834314308626,-87.66008784280056,Southern / Soul Food Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,"Hot""G""Dog",41.97280561974712,-87.66786222767705,Hot Dog Joint
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Kru Strength and Fitness,41.97507936994062,-87.66837218477298,Gym / Fitness Center
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Chicago Grind,41.97811248462903,-87.66001170992436,Coffee Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,A Better Tan,41.98374246742707,-87.65951391308566,Tanning Salon
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Sun Wah BBQ,41.97391553778515,-87.6597715327258,Chinese Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Firecakes Donut Truck,41.98362073639709,-87.66004686167761,Food Truck
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Ba Le,41.97324299279736,-87.65975168952126,Vietnamese Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Chipotle Mexican Grill,41.97713525720151,-87.66040990548163,Mexican Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Dollar Tree,41.97744532874867,-87.65928264508007,Discount Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Edgewater Fitness Center,41.98376627828172,-87.65846295599621,Gym
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Dollop Diner,41.97428182981992,-87.66825049653008,Diner
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Sonia Salon,41.973979004556526,-87.66812113868178,Salon / Barbershop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Steep Theatre Company,41.97809759096984,-87.65846332975289,Theater
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Ben's Noodles and Rice,41.98367192592995,-87.65961925154593,Asian Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Fireside Restaurant & Lounge,41.98619095218196,-87.67454649599102,Bar
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Hutch American Kitchen & Bar,41.9732506,-87.6676196,American Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Burke's Public House,41.980039922094285,-87.65976228934534,Bar
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,blowfish,41.98364085116485,-87.6592381379496,Sushi Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,SoFo Tap,41.97251015757069,-87.66775483015427,Gay Bar
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,The UPS Store,41.983322366549835,-87.6578414440155,Shipping Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Starbucks,41.98375751655964,-87.65788157254832,Coffee Shop
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Dispensary 33,41.97269901,-87.66770729,Marijuana Dispensary
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Taketei Sushi,41.9780928879014,-87.65835317432072,Sushi Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,The Guesthouse Hotel,41.97088314329737,-87.66782773551162,Hotel
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Jin Thai Cuisine,41.981786717302114,-87.659966452306,Thai Restaurant
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,PetSmart,41.9767091,-87.6601175,Pet Store
"Andersonville, Chicago, Illinois",41.979853929000065,-87.66786455299996,Marguerite Gardens,41.974227936122446,-87.66812774738807,Flower Shop
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,El Asador,41.807534999999994,-87.72691999999999,Mexican Restaurant
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Illinois Bar & Grill,41.80758191232419,-87.72729443699718,Bar
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Pete's Market,41.813655966305994,-87.72291589888482,Grocery Store
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Birrieria Zaragoza,41.80445629049747,-87.72356274226642,Mexican Restaurant
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Wingstop,41.81248276931331,-87.72403992685027,Wings Joint
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Target,41.812935,-87.722548,Big Box Store
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Planet Fitness,41.81453712874673,-87.72280682065707,Gym / Fitness Center
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Chase Bank,41.811921,-87.72307,Bank
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Starbucks,41.81289563381037,-87.72247543138214,Coffee Shop
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Ulta Beauty (Ulta Beauty - Curbside Pickup Only),41.8174369,-87.7254008,Cosmetics Shop
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Subway,41.81310899817335,-87.72422808693739,Sandwich Place
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Michaels,41.81790446927651,-87.72569060325623,Arts & Crafts Store
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Pastel! Cakes and More,41.805501,-87.723894,Bakery
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Mariscos Luis,41.807632,-87.72952,Seafood Restaurant
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,T-Mobile,41.814627417660155,-87.72241160273552,Mobile Phone Shop
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Polish Highlander,41.806144,-87.717776,Eastern European Restaurant
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,PetSmart,41.8169683,-87.7255247,Pet Store
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Redbox,41.807635,-87.722675,Video Store
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,La Cebollita,41.807581,-87.732644,Mexican Restaurant
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Cricket Wireless Authorized Retailer,41.812591999999995,-87.72421999999999,Mobile Phone Shop
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Marshalls,41.8177758,-87.7256339,Department Store
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Enterprise Rent-A-Car,41.80520282647095,-87.72317541825043,Rental Car Location
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Ross Dress for Less,41.817989349365234,-87.72480010986328,Clothing Store
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Watra,41.80620747722572,-87.72373606055719,Nightclub
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Machetes Big Quesadillas,41.804455201388535,-87.72003473883788,Mexican Restaurant
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Carlton Inn Midway,41.80369194991044,-87.72196402989601,Hotel
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Dunkin',41.817957944121105,-87.72340631575753,Donut Shop
"Archer Heights, Chicago, Illinois",41.81087957200003,-87.72636283899998,Burger King,41.8186780635492,-87.72427372634411,Fast Food Restaurant
