Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Inatteso Pizzabar Casano,40.705885649752844,-74.01666051631875,Pizza Place
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,City Hall Park,40.71241508549692,-74.00672422767822,Park
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Exceed Physical Culture,40.7156286200256,-74.0079922583853,Gym / Fitness Center
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,The Wagner,40.70550634618699,-74.01741801987566,Hotel
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Citi Bike Station,40.71740470862739,-74.0130200941782,Bike Rental / Bike Share
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Ward III,40.715885126086015,-74.00871361902418,Cocktail Bar
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Heyday,40.715726,-74.007767,Spa
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Nish Nūsh,40.71553710116416,-74.00772452925565,Falafel Restaurant
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Takahachi,40.71652647412374,-74.00810108466207,Sushi Restaurant
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Smyth Hotel,40.7151439,-74.0091826,Hotel
"Battery Park City, Manhattan, New York",40.71193198394565,-74.01686930508617,Taim,40.70772671818465,-74.00826536952118,Falafel Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Kitchen Arts & Letters,40.784225883561795,-73.95213507194228,Bookstore
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Kaia Wine Bar,40.78177568619958,-73.9517175753649,Wine Bar
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Equinox East 92nd Street,40.7825,-73.95058,Gym
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Marinara Pizza Upper East,40.78253758056964,-73.953358724926,Pizza Place
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Ballet Academy East,40.7828033,-73.95072329999999,Dance Studio
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,92nd Street Y,40.78307716230362,-73.95277200725201,Community Center
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Mister Wright Fine Wine & Spirits,40.78102895851267,-73.95225990847129,Wine Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Milano Market,40.780712,-73.952776,Gourmet Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Jack’s Stir Brew Coffee,40.78115195544896,-73.95438304103139,Coffee Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Crank NYC,40.783208875033765,-73.95086165218581,Gym / Fitness Center
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Sfoglia,40.78341910209419,-73.95276825117784,Italian Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Birch Coffee,40.78027488527474,-73.95344462760507,Coffee Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,92nd Street Y May Center,40.78310834374145,-73.9527579922648,Gym / Fitness Center
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Bonjour Crêpes & Wine,40.784542765885874,-73.95199001146318,Café
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,ChaiseFitness,40.78306516804938,-73.95264774585988,Gym
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Table d'Hote,40.784492,-73.955712,French Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Corner Bagel Shop,40.783004,-73.95067,Bagel Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,San Matteo Pizza Espresso Bar,40.780383,-73.950125,Pizza Place
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Paola's Restaurant,40.784654658028686,-73.95586922764777,Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Lex Restaurant,40.78253,-73.9537,Italian Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Pavlos Shoe Repair,40.781093,-73.954796,Shoe Store
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,The Corner Bookstore,40.78514664786137,-73.95568392224033,Bookstore
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Cooper Hewitt Smithsonian Design Museum,40.78433310928044,-73.9577650572561,Art Museum
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,The Jewish Museum,40.7852755619908,-73.95741083193923,Museum
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Vinyl Wine,40.786128664578506,-73.95077052391333,Wine Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Pure Yoga East,40.778723478644714,-73.95377186715457,Yoga Studio
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Shake Shack,40.77909852079875,-73.9546857141302,Burger Joint
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Cafe D'Alsace,40.77915220371584,-73.95106941461563,French Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,K&D Wines & Spirits,40.787095671313054,-73.95426103745547,Wine Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Bluestone Lane,40.78375703091576,-73.95852577546304,Café
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Petco,40.77983402276885,-73.95547019144915,Pet Store
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Variety Coffee Roasters,40.77889926886048,-73.9559004150256,Coffee Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Third Avenue Ale House,40.78264522821851,-73.95120612366742,Bar
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Barnes & Noble,40.77931697280991,-73.95512555934548,Bookstore
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Elite Unisex Salon and Barber Shop,40.783031648438254,-73.94840210739554,Salon / Barbershop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Five Pillars Yoga,40.7848192898114,-73.95605383580587,Yoga Studio
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,New York Yoga - Hot Yoga,40.778909508752214,-73.95615953339332,Yoga Studio
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Corrado Bread & Pastry,40.781975546022466,-73.95376063422715,Café
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,The Milton NYC,40.781255,-73.949065,Cocktail Bar
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,juice press,40.78471805756784,-73.95599508387745,Vegetarian / Vegan Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Sarabeth's East,40.78485660289235,-73.95592681386316,Breakfast Spot
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Korali Estiatorio,40.78329812668185,-73.95077651849206,Mediterranean Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Ichiro,40.778901,-73.950843,Japanese Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Earl's Beer & Cheese,40.787331,-73.951725,American Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Ulta Beauty,40.7787777,-73.9544491,Cosmetics Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Schaller & Weber,40.77768033358095,-73.95192930892712,Butcher
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Russ & Daughters,40.785332112548176,-73.957480764814,Kosher Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,The Painted Lady,40.783396,-73.948051,Cocktail Bar
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Solomon R Guggenheim Museum,40.78305146085593,-73.95926526701106,Art Museum
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,DTUT,40.78081764919819,-73.94935011863708,Coffee Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Naruto Ramen,40.781074157721534,-73.95229932939817,Ramen Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Da Capo,40.78767941353058,-73.95389924539633,Café
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Two Little Red Hens,40.77752327640072,-73.95176142454146,Bakery
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Drunken Munkey,40.78110575968948,-73.94754912820875,Indian Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Equinox East 85th Street,40.778000936515156,-73.95414335182961,Gym
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Schaller's Stube Sausage Bar,40.77758765183871,-73.95197452167795,Hot Dog Joint
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Mughlai Indian Cuisine,40.78020580283837,-73.95008785684102,Indian Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Maison Kayser,40.77938181580607,-73.95355942978318,Bakery
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Whole Foods Market,40.779668027961236,-73.9531079662105,Grocery Store
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Vietnaam,40.77919770424128,-73.95073107424153,Vietnamese Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,City Swiggers,40.777514591474876,-73.95082007552988,Beer Store
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Levain Bakery,40.777354,-73.955284,Bakery
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Steep Rock Bouldering,40.78668735222083,-73.95039142278245,Climbing Gym
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Heidelberg Restaurant,40.77753193843934,-73.95197880439615,German Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,By the Way Bakery,40.777947796529745,-73.9566690328144,Bakery
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Juice Generation,40.77742324433802,-73.9552415907383,Juice Bar
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Jacqueline Kennedy Onassis Reservoir,40.78506371277215,-73.96016264754049,Reservoir
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Starbucks,40.78271518758087,-73.94816913233733,Coffee Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Bondurants,40.77711865075638,-73.95204331058143,Bar
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Chick-Fil-A,40.77925554344363,-73.95395230307577,Fast Food Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Wok 88,40.78026277911913,-73.95291982882567,Chinese Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Madewell,40.78006583438591,-73.95959816873074,Women's Store
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Club Normandie,40.784920890143646,-73.94853276492782,Gym
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Rumble,40.77782557215498,-73.95477307283355,Gym / Fitness Center
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Stella & Fly,40.77846380035534,-73.94828205986073,Coffee Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Jackie Onassis Running Track,40.78453834726883,-73.95873785018921,Track
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Perk Kafe,40.78440067408024,-73.94692251718077,Café
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,SoulCycle East 83rd,40.77699051498346,-73.95532907885685,Cycle Studio
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,sweetgreen,40.77801187563488,-73.954891682209,Salad Place
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Ashoka Fine Dine,40.779918,-73.950142,Indian Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,David's Hair Stylist & Barbershop,40.776989461170814,-73.95360660657553,Salon / Barbershop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Van Leeuwen Ice Cream,40.776976,-73.952798,Ice Cream Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Neue Galerie,40.78143554034358,-73.9603248758283,Art Museum
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Le Viet Café,40.7812541996266,-73.94934733207282,Vietnamese Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,The Guthrie Inn,40.78742268098525,-73.95190763554758,Cocktail Bar
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,lululemon athletica,40.7801376,-73.9595612,Clothing Store
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Elio's,40.7767829340134,-73.95273640751839,Italian Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Roma Pizza,40.78013987143875,-73.95307652265335,Pizza Place
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Maz Mezcal,40.77760379851887,-73.95098240705548,Mexican Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Otto’s Tacos,40.78008009990453,-73.9531164547203,Taco Place
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Libertador Parrilla Argentina,40.779898530135924,-73.95037957977502,Argentinian Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Bode NYC - Upper East Side,40.776989620169964,-73.95568443736269,Yoga Studio
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Guggenheim Store,40.78292173768755,-73.9591133594513,Gift Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Fairway Market,40.77827551735729,-73.9525274407895,Grocery Store
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Ooki Sushi,40.78038747016689,-73.95282501522071,Sushi Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Starbucks Reserve,40.77984961470853,-73.95958442027471,Coffee Shop
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Papaya King,40.778918507433154,-73.95404719455027,Hot Dog Joint
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Y7 – Upper East Side,40.77649461350271,-73.95559351310052,Yoga Studio
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Pio Pio,40.779887080282116,-73.94720193653723,Peruvian Restaurant
"Carnegie Hill, Manhattan, New York",40.782682567125704,-73.95325646837112,Caledonia Bar,40.77625399201635,-73.95289944413288,Bar
"Central Harlem, Manhattan, New York",40.81597606742414,-73.94321112603905,Harlem Cycle,40.817201307497854,-73.94259246278489,Cycle Studio
"Central Harlem, Manhattan, New York",40.81597606742414,-73.94321112603905,NYPL Schomburg Center for Research in Black Culture,40.81457529607425,-73.94092798233032,Library
"Central Harlem, Manhattan, New York",40.81597606742414,-73.94321112603905,Belle Harlem,40.81689,-73.94268,American Restaurant
